Planned Amount,Expenditure Incurred,Financial Year,Not Onboarded,Scheme,Month Book Closed,Month Book Not Closed,ZP Name,No of ZPs,Available Amount,state_code_census,States,Year Book Not Closed,zp_code,Year Book Closed,Opening Balance,region,Total Release,Unspent Balance,state_code_lgd,Receipts,Onboarded
"21,320,647.00",0.00,2021-2022,1,XV Finance Commission,0,1,MEDAK,1,0.00E+00,0,TELANGANA,1,468,0,0.00E+00,South,0.00E+00,0.00E+00,36,0.00E+00,0
"41,688,777.00",0.00,2021-2022,1,XV Finance Commission,0,1,NALGONDA,1,0.00E+00,0,TELANGANA,1,469,0,0.00E+00,South,0.00E+00,0.00E+00,36,0.00E+00,0
"229,244,902.00",0.00,2021-2022,1,XV Finance Commission,0,1,SPSR NELLORE,1,0.00E+00,28,ANDHRA PRADESH,1,470,0,0.00E+00,South,0.00E+00,0.00E+00,28,0.00E+00,0
"33,490,807.00",0.00,2021-2022,1,XV Finance Commission,0,1,NIZAMABAD,1,0.00E+00,0,TELANGANA,1,471,0,0.00E+00,South,0.00E+00,0.00E+00,36,0.00E+00,0
"313,789,612.00",0.00,2021-2022,1,XV Finance Commission,0,1,PRAKASAM,1,0.00E+00,28,ANDHRA PRADESH,1,472,0,0.00E+00,South,0.00E+00,0.00E+00,28,0.00E+00,0
"29,510,148.00",0.00,2021-2022,1,XV Finance Commission,0,1,RANGAREDDI,1,0.00E+00,0,TELANGANA,1,473,0,0.00E+00,South,0.00E+00,0.00E+00,36,0.00E+00,0
"288,098,270.00",0.00,2021-2022,1,XV Finance Commission,0,1,SRIKAKULAM,1,0.00E+00,28,ANDHRA PRADESH,1,474,0,0.00E+00,South,0.00E+00,0.00E+00,28,0.00E+00,0
"254,537,760.00",0.00,2021-2022,1,XV Finance Commission,0,1,VISAKHAPATANAM,1,0.00E+00,28,ANDHRA PRADESH,1,475,0,0.00E+00,South,0.00E+00,0.00E+00,28,0.00E+00,0
"206,458,824.00",0.00,2021-2022,1,XV Finance Commission,0,1,VIZIANAGARAM,1,0.00E+00,28,ANDHRA PRADESH,1,476,0,0.00E+00,South,0.00E+00,0.00E+00,28,0.00E+00,0
"9,380,464.00",0.00,2021-2022,1,XV Finance Commission,0,1,WARANGAL URBAN,1,0.00E+00,0,TELANGANA,1,477,0,0.00E+00,South,0.00E+00,0.00E+00,36,0.00E+00,0
"201,585,437.00",0.00,2021-2022,1,XV Finance Commission,0,1,WEST GODAVARI,1,0.00E+00,28,ANDHRA PRADESH,1,478,0,0.00E+00,South,0.00E+00,0.00E+00,28,0.00E+00,0
"40,463,120.00",0.00,2021-2022,0,XV Finance Commission,1,0,BAGALKOT,1,56030221,29,KARNATAKA,0,479,1,41848754,South,8092623,56030221,29,14181467,1
"27,256,643.00","4,528,000.00",2021-2022,0,XV Finance Commission,1,0,BENGALURU URBAN,1,11834044,29,KARNATAKA,0,480,1,1104582,South,5451329,7306044,29,10729462,1
"22,109,794.00","23,760,588.00",2021-2022,0,XV Finance Commission,1,0,BENGALURU RURAL,1,30744025,29,KARNATAKA,0,481,1,18742380,South,4421959,6983437,29,12001645,1
"105,256,555.00","30,718,767.00",2021-2022,0,XV Finance Commission,1,0,BELAGAVI,1,164559515,29,KARNATAKA,0,482,1,143508204,South,21051311,133840748,29,21051311,1
"54,747,445.00","20,939,918.00",2021-2022,0,XV Finance Commission,1,0,BALLARI,1,83409146,29,KARNATAKA,0,483,1,53936043,South,10949489,62469228,29,29473103,1
"39,597,260.00","14,392,090.00",2021-2022,0,XV Finance Commission,1,0,BIDAR,1,48389303,29,KARNATAKA,0,484,1,13674649,South,7919452,33997213,29,34714654,1
"50,773,420.00","13,433,750.00",2021-2022,0,XV Finance Commission,1,0,VIJAYAPURA,1,78870752,29,KARNATAKA,0,485,1,51537051,South,10154684,65437002,29,27333701,1
"27,264,365.00","12,540,441.00",2021-2022,0,XV Finance Commission,1,0,CHAMARAJANAGAR,1,43164305,29,KARNATAKA,0,486,1,27947733,South,5452873,30623864,29,15216572,1
"30,227,005.00","15,606,008.00",2021-2022,0,XV Finance Commission,1,0,CHIKKAMAGALURU,1,47466610,29,KARNATAKA,0,487,1,31197002,South,6045401,31860602,29,16269608,1
"43,285,085.00","17,580,174.00",2021-2022,0,XV Finance Commission,1,0,CHITRADURGA,1,52580744,29,KARNATAKA,0,488,1,43923727,South,8657017,35000570,29,8657017,1
"40,629,155.00","11,878,699.00",2021-2022,0,XV Finance Commission,1,0,DAKSHIN KANNAD,1,60773523,29,KARNATAKA,0,489,1,38900953,South,8125831,48894824,29,21872570,1
"32,553,409.00","42,257,708.00",2021-2022,0,XV Finance Commission,1,0,DAVANGERE,1,49309805,29,KARNATAKA,0,490,1,30936258,South,6510682,7052097,29,18373547,1
"25,199,100.00","18,266,092.00",2021-2022,0,XV Finance Commission,1,0,DHARWAD,1,38320258,29,KARNATAKA,0,491,1,15991655,South,5039820,20054166,29,22328603,1
"22,238,845.00","10,016,792.00",2021-2022,0,XV Finance Commission,1,0,GADAG,1,34837132,29,KARNATAKA,0,492,1,22573314,South,4447769,24820340,29,12263818,1
"56,582,130.00","42,394,351.00",2021-2022,0,XV Finance Commission,1,0,KALABURAGI,1,87893924,29,KARNATAKA,0,493,1,76577498,South,11316426,45499573,29,11316426,1
"45,840,750.00","21,038,049.00",2021-2022,0,XV Finance Commission,1,0,HASSAN,1,71208150,29,KARNATAKA,1,494,0,0.00E+00,South,9168150,50170101,29,71208150,1
"38,330,095.00",0.00,2021-2022,0,XV Finance Commission,0,1,HAVERI,1,13202633,29,KARNATAKA,0,495,1,0.00E+00,South,7666019,13202633,29,13202633,1
"16,399,814.00","9,723,885.00",2021-2022,0,XV Finance Commission,1,0,KODAGU,1,25550070,29,KARNATAKA,0,496,1,22270107,South,3279963,15826185,29,3279963,1
"33,393,650.00","30,460,716.00",2021-2022,0,XV Finance Commission,1,0,KOLAR,1,52444402,29,KARNATAKA,0,497,1,34467042,South,6678730,21983686,29,17977360,1
"33,993,930.00","1,511,523.00",2021-2022,0,XV Finance Commission,1,0,KOPPAL,1,53251467,29,KARNATAKA,0,498,1,46452681,South,6798786,51739944,29,6798786,1
"46,088,790.00","15,619,142.00",2021-2022,0,XV Finance Commission,1,0,MANDYA,1,71593713,29,KARNATAKA,0,499,1,46781967,South,9217757,55974571,29,24811746,1
"56,602,420.00","42,745,580.00",2021-2022,0,XV Finance Commission,1,0,MYSURU,1,88667651,29,KARNATAKA,0,500,1,57453717,South,11320484,45922071,29,31213934,1
"44,327,780.00","20,003,537.00",2021-2022,0,XV Finance Commission,1,0,RAICHUR,1,59992622,29,KARNATAKA,0,501,1,59992622,South,8865556,39989085,29,0.00E+00,1
"37,441,375.00","39,090,827.00",2021-2022,0,XV Finance Commission,1,0,SHIVAMOGGA,1,53789364,29,KARNATAKA,0,502,1,33421625,South,7488275,14698537,29,20367739,1
"66,334,220.00","29,730,339.00",2021-2022,0,XV Finance Commission,1,0,TUMAKURU,1,51849434,29,KARNATAKA,0,503,1,38582590,South,13266844,22119095,29,13266844,1
"29,567,035.00","17,123,899.00",2021-2022,0,XV Finance Commission,1,0,UDUPI,1,31190426,29,KARNATAKA,0,504,1,14660164,South,5913407,14066527,29,16530262,1
"36,452,725.00","24,950,124.00",2021-2022,0,XV Finance Commission,1,0,UTTAR KANNAD,1,57583239,29,KARNATAKA,0,505,1,37366429,South,7290545,32633115,29,20216810,1
"28,125,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,NORTH GOA,1,28907802,30,GOA,0,506,1,28606549,West,0.00E+00,28907802,30,301253,1
"28,125,000.00",0.00,2021-2022,1,XV Finance Commission,1,0,SOUTH GOA,1,28757297,30,GOA,0,507,1,28316958,West,0.00E+00,28757297,30,440339,0
"118,855,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,ALAPPUZHA,1,23771000,32,KERALA,1,509,0,0.00E+00,South,59427500,23771000,32,23771000,1
"135,161,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,ERNAKULAM,1,27032000,32,KERALA,1,510,0,0.00E+00,South,67580500,27032000,32,27032000,1
"100,268,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,IDUKKI,1,0.00E+00,32,KERALA,1,511,0,0.00E+00,South,20053500,0.00E+00,32,0.00E+00,1
"128,551,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,KANNUR,1,0.00E+00,32,KERALA,1,512,0,0.00E+00,South,64275500,0.00E+00,32,0.00E+00,1
"83,968,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,KASARAGOD,1,0.00E+00,32,KERALA,1,513,0,0.00E+00,South,0.00E+00,0.00E+00,32,0.00E+00,1
"136,634,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,KOLLAM,1,68729211,32,KERALA,1,514,0,0.00E+00,South,68317000,68729211,32,68729211,1
"109,812,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,KOTTAYAM,1,0.00E+00,32,KERALA,1,515,0,0.00E+00,South,0.00E+00,0.00E+00,32,0.00E+00,1
"135,945,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,KOZHIKODE,1,67972500,32,KERALA,1,516,0,0.00E+00,South,67972500,67972500,32,67972500,1
"208,917,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,MALAPPURAM,1,41783500,32,KERALA,1,517,0,0.00E+00,South,104458500,41783500,32,41783500,1
"179,810,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,PALAKKAD,1,35962000,32,KERALA,1,518,0,0.00E+00,South,89905000,35962000,32,35962000,1
"82,320,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,PATHANAMTHITTA,1,16464000,32,KERALA,1,519,0,0.00E+00,South,41160000,16464000,32,16464000,1
"157,407,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,THIRUVANANTHAPURAM,1,78778969,32,KERALA,1,520,0,0.00E+00,South,78703500,78778969,32,78778969,1
"159,492,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,THRISSUR,1,31898500,32,KERALA,1,521,0,0.00E+00,South,79746000,31898500,32,31898500,1
"67,360,000.00",0.00,2021-2022,0,XV Finance Commission,1,0,WAYANAD,1,0.00E+00,32,KERALA,1,522,0,0.00E+00,South,0.00E+00,0.00E+00,32,0.00E+00,1
"32,501,668.00","9,480,189.00",2021-2022,0,XV Finance Commission,1,0,COIMBATORE,1,53537779,33,TAMIL NADU,0,523,1,0.00E+00,South,20743890,44057590,33,53537779,1
"58,149,239.00","36,156,000.00",2021-2022,0,XV Finance Commission,1,0,CUDDALORE,1,78961505,33,TAMIL NADU,0,524,1,39957894,South,37113217,42805505,33,39003611,1
"41,443,645.00",0.00,2021-2022,0,XV Finance Commission,1,0,DHARMAPURI,1,33966272.2,33,TAMIL NADU,0,525,1,28474601.2,South,26451025,33966272.2,33,5491671,1
"48,835,069.00","9,393,908.00",2021-2022,0,XV Finance Commission,1,0,DINDIGUL,1,70675664,33,TAMIL NADU,0,526,1,0.00E+00,South,31168534,61281756,33,70675664,1
"35,171,222.00","10,537,842.00",2021-2022,0,XV Finance Commission,1,0,ERODE,1,67103813.5,33,TAMIL NADU,0,527,1,23992245.5,South,22447708,56565971.5,33,43111568,1
"23,097,563.00",0.00,2021-2022,0,XV Finance Commission,1,0,KANCHEEPURAM,1,31429308,33,TAMIL NADU,0,528,1,23616769,South,14741808,31429308,33,7812539,1
"14,546,759.00",0.00,2021-2022,0,XV Finance Commission,1,0,KANNIYAKUMARI,1,24105361.88,33,TAMIL NADU,0,529,1,14677549,South,9284334,24105361.88,33,9427812.88,1
"25,293,262.00","8,268,590.00",2021-2022,0,XV Finance Commission,1,0,KARUR,1,42160189,33,TAMIL NADU,0,530,1,17295747,South,16143190,33891599,33,24864442,1
"47,888,145.00",0.00,2021-2022,0,XV Finance Commission,1,0,KRISHNAGIRI,1,48318706,33,TAMIL NADU,0,531,1,38741077,South,30564168,48318706,33,9577629,1
"41,753,455.00","21,762,768.00",2021-2022,0,XV Finance Commission,1,0,MADURAI,1,69054879,33,TAMIL NADU,0,532,1,28522707,South,26648757,47292111,33,40532172,1
"42,650,626.00","14,087,710.00",2021-2022,0,XV Finance Commission,1,0,NAGAPATTINAM,1,70255470,33,TAMIL NADU,0,533,1,37382492,South,27221370,56167760,33,32872978,1
"36,851,882.00","11,168,284.00",2021-2022,0,XV Finance Commission,1,0,NAMAKKAL,1,59648399,33,TAMIL NADU,0,534,1,36128025,South,23520374,48480115,33,23520374,1
"17,501,888.00",0.00,2021-2022,0,XV Finance Commission,1,0,PERAMBALUR,1,7129249,33,TAMIL NADU,0,535,1,0.00E+00,South,11170418,7129249,33,7129249,1
"43,915,230.00","16,432,771.00",2021-2022,0,XV Finance Commission,1,0,PUDUKKOTTAI,1,72338560,33,TAMIL NADU,0,536,1,29707844,South,28028491,55905789,33,42630716,1
"36,378,678.00","14,089,250.00",2021-2022,0,XV Finance Commission,1,0,RAMANATHAPURAM,1,54514126,33,TAMIL NADU,0,537,1,19199512,South,23218365,40424876,33,35314614,1
"60,109,170.00","1,387,167.00",2021-2022,0,XV Finance Commission,1,0,SALEM,1,99630026,33,TAMIL NADU,0,538,1,41279039,South,38364126,98242859,33,58350987,1
"34,360,582.00","24,611,145.00",2021-2022,0,XV Finance Commission,1,0,SIVAGANGAI,1,55862149,33,TAMIL NADU,0,539,1,11592500,South,21930325,31251004,33,44269649,1
"52,125,528.00","20,462,342.00",2021-2022,0,XV Finance Commission,1,0,THANJAVUR,1,85862824,33,TAMIL NADU,0,540,1,42169081,South,33268638,65400482,33,43693743,1
"17,565,900.00","2,563,503.00",2021-2022,0,XV Finance Commission,1,0,THE NILGIRIS,1,29207649,33,TAMIL NADU,0,541,1,14210655,South,11211274,26644146,33,14996994,1
"21,240,545.00","2,624,110.00",2021-2022,0,XV Finance Commission,1,0,THENI,1,30884065,33,TAMIL NADU,0,542,1,14512911,South,13556583,28259955,33,16371154,1
"50,349,985.00",0.00,2021-2022,0,XV Finance Commission,1,0,TIRUVALLUR,1,51342992,33,TAMIL NADU,0,543,1,0.00E+00,South,32135414,51342992,33,51342992,1
"35,628,369.00","2,252,381.00",2021-2022,0,XV Finance Commission,1,0,TIRUVARUR,1,54896654.5,33,TAMIL NADU,0,544,1,21519389,South,22739479,52644273.5,33,33377265.5,1
"46,997,982.00",0.00,2021-2022,0,XV Finance Commission,1,0,TIRUCHIRAPPALLI,1,57995347,33,TAMIL NADU,0,545,1,0.00E+00,South,29996030,57995347,33,57995347,1
"24,723,042.00","6,622,483.00",2021-2022,0,XV Finance Commission,1,0,TIRUNELVELI,1,41084800,33,TAMIL NADU,0,546,1,16958509,South,15779253,34462317,33,24126291,1
"65,883,308.00","11,352,410.00",2021-2022,0,XV Finance Commission,1,0,TIRUVANNAMALAI,1,108023389,33,TAMIL NADU,0,547,1,65973974,South,42049415,96670979,33,42049415,1
"38,280,462.00",0.00,2021-2022,0,XV Finance Commission,1,0,THOOTHUKKUDI,1,43916568,33,TAMIL NADU,0,548,1,25896032,South,24432155,43916568,33,18020536,1
"25,074,459.00",0.00,2021-2022,1,XV Finance Commission,1,0,VELLORE,1,25537205,33,TAMIL NADU,0,549,1,17199711,South,16003543,25537205,33,8337494,0
"55,961,788.00",0.00,2021-2022,1,XV Finance Commission,0,1,VILLUPURAM,1,37611313,33,TAMIL NADU,0,550,1,37611313,South,35717096,37611313,33,0.00E+00,0
"42,903,876.00","17,838,620.00",2021-2022,0,XV Finance Commission,1,0,VIRUDHUNAGAR,1,70672630,33,TAMIL NADU,0,551,1,29023684,South,27383006,52834010,33,41648946,1
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,SOUTH ANDAMANS,1,0.00E+00,35,ANDAMAN AND NICOBAR ISLANDS,1,552,0,0.00E+00,South,0.00E+00,0.00E+00,35,0.00E+00,0
"37,784,419.00","34,806,788.00",2021-2022,0,XV Finance Commission,1,0,NUH,1,70091418,6,HARYANA,0,554,1,35024432,North,0.00E+00,35284630,6,35066986,1
"16,451,165.00","19,806,674.00",2021-2022,0,XV Finance Commission,1,0,BARNALA,1,37863583,3,PUNJAB,0,555,1,16548182,North,21315401,18056909,3,21315401,1
"25,058,320.00","958,601.00",2021-2022,0,XV Finance Commission,1,0,KHUNTI,1,46215961,20,JHARKHAND,0,556,1,25266131,East,12529549,45257360,20,20949830,1
"32,952,640.00","12,826,450.50",2021-2022,0,XV Finance Commission,1,0,RAMGARH,1,62929415,20,JHARKHAND,0,557,1,0.00E+00,East,16476876,50102964.5,20,62929415,1
"23,111,633.00",0.00,2021-2022,0,XV Finance Commission,1,0,S.A.S Nagar,1,10235148,3,PUNJAB,0,558,1,2418640,North,20255343,10235148,3,7816508,1
"57,093,011.00","37,084,500.00",2021-2022,0,XV Finance Commission,1,0,Tarn Taran,1,75620108,3,PUNJAB,0,559,1,25098655,North,50037070,38535608,3,50521453,1
"25,620,689.00","4,133,451.00",2021-2022,0,XV Finance Commission,1,0,ARIYALUR,1,42203225,33,TAMIL NADU,0,560,1,17331926,South,16352170,38069774,33,24871299,1
"45,499,188.00",0.00,2021-2022,0,XV Finance Commission,1,0,ARWAL,1,52727467,10,BIHAR,0,561,1,34626624,East,0.00E+00,52727467,10,18100843,1
"38,368,273.00","12,490,825.00",2021-2022,0,XV Finance Commission,1,0,KAMRUP METRO,1,33197155,18,ASSAM,0,562,1,25945742,North East,6486500,20706330,18,7251413,1
