Planned Amount,Expenditure Incurred,Financial Year,Not Onboarded,Scheme,Month Book Closed,Month Book Not Closed,ZP Name,No of ZPs,Available Amount,state_code_census,States,Year Book Not Closed,zp_code,Year Book Closed,Opening Balance,region,Total Release,Unspent Balance,state_code_lgd,Receipts,Onboarded
"132,701,740.00","9,498,268.00",2021-2022,0,XV Finance Commission,1,0,SONBHADRA,1,256187561,9,UTTAR PRADESH,0,175,1,183840467,Central,66347094,246689293,9,72347094,1
"158,317,592.00","22,986,008.00",2021-2022,0,XV Finance Commission,1,0,SULTANPUR,1,264036538,9,UTTAR PRADESH,0,176,1,200709502,Central,31663518,241050530,9,63327036,1
"186,056,586.00","37,640,083.00",2021-2022,0,XV Finance Commission,1,0,UNNAO,1,350352899,9,UTTAR PRADESH,0,177,1,191411644,Central,93022088,312712816,9,158941255,1
"135,903,969.00","4,492,320.00",2021-2022,0,XV Finance Commission,1,0,VARANASI,1,252370540,9,UTTAR PRADESH,0,178,1,184423421,Central,67947119,247878220,9,67947119,1
"14,600,034.00","5,334,211.81",2021-2022,0,XV Finance Commission,1,0,ARARIA,1,168983373,10,BIHAR,0,179,1,110900374,East,0.00E+00,163649161.2,10,58082999,1
"123,871,964.00","1,898,008.00",2021-2022,0,XV Finance Commission,1,0,AURANGABAD,1,143618388,10,BIHAR,0,180,1,94153389,East,0.00E+00,141720380,10,49464999,1
"108,855,856.00","1,014,631.00",2021-2022,0,XV Finance Commission,1,0,BANKA,1,127138762,10,BIHAR,0,181,1,82727911,East,0.00E+00,126124131,10,44410851,1
"133,611,908.00","14,600,375.36",2021-2022,0,XV Finance Commission,1,0,BEGUSARAI,1,153363465,10,BIHAR,0,182,1,100208931,East,0.00E+00,138763089.6,10,53154534,1
"132,120,136.00","16,376,925.00",2021-2022,0,XV Finance Commission,1,0,BHAGALPUR,1,153823120,10,BIHAR,0,183,1,132603245,East,0.00E+00,137446195,10,21219875,1
"123,636,876.00","7,400,554.00",2021-2022,0,XV Finance Commission,1,0,BHOJPUR,1,143194526,10,BIHAR,0,184,1,92727657,East,0.00E+00,135793972,10,50466869,1
"86,127,568.00",118.00,2021-2022,0,XV Finance Commission,1,0,BUXAR,1,83165591,10,BIHAR,0,185,1,48901648,East,0.00E+00,83165473,10,34263943,1
"187,470,184.00","5,702,344.00",2021-2022,0,XV Finance Commission,1,0,DARBHANGA,1,218829385,10,BIHAR,0,186,1,47553769,East,0.00E+00,213127041,10,171275616,1
"196,992,632.00","1,974,200.00",2021-2022,0,XV Finance Commission,1,0,GAYA,1,200595981.5,10,BIHAR,0,187,1,123745191,East,0.00E+00,198621781.5,10,76850790.5,1
"128,255,698.00","10,324,242.74",2021-2022,0,XV Finance Commission,1,0,GOPALGANJ,1,149924136,10,BIHAR,0,188,1,97393688,East,0.00E+00,139599893.3,10,52530448,1
"94,814,896.00","19,472,735.17",2021-2022,0,XV Finance Commission,1,0,JAMUI,1,109878249,10,BIHAR,0,189,1,71615039,East,0.00E+00,90405513.83,10,38263210,1
"61,727,940.00",0.00,2021-2022,0,XV Finance Commission,1,0,JEHANABAD,1,71547391,10,BIHAR,0,190,1,46990299,East,0.00E+00,71547391,10,24557092,1
"86,590,572.00","18,658,480.00",2021-2022,0,XV Finance Commission,1,0,KAIMUR (BHABUA),1,76949185,10,BIHAR,0,191,1,19107812,East,0.00E+00,58290705,10,57841373,1
"151,380,396.00",0.00,2021-2022,0,XV Finance Commission,1,0,KATIHAR,1,175563956,10,BIHAR,0,192,1,115060289,East,0.00E+00,175563956,10,60503667,1
"93,508,472.00","3,198,810.00",2021-2022,0,XV Finance Commission,1,0,KHAGARIA,1,97062746,10,BIHAR,0,193,1,0.00E+00,East,0.00E+00,93863936,10,97062746,1
"92,924,900.00","29,152,274.00",2021-2022,0,XV Finance Commission,1,0,KISHANGANJ,1,107061447,10,BIHAR,0,194,1,22653416,East,0.00E+00,77909173,10,84408031,1
"54,178,396.00",0.00,2021-2022,0,XV Finance Commission,1,0,LAKHISARAI,1,63152940,10,BIHAR,0,195,1,0.00E+00,East,0.00E+00,63152940,10,63152940,1
"111,266,348.00","3,961,764.00",2021-2022,0,XV Finance Commission,1,0,MADHEPURA,1,128630746,10,BIHAR,0,196,1,84365898,East,0.00E+00,124668982,10,44264848,1
"226,081,748.00",0.00,2021-2022,0,XV Finance Commission,1,0,MADHUBANI,1,261293418,10,BIHAR,0,197,1,171351809,East,0.00E+00,261293418,10,89941609,1
"60,054,096.00","36,576,094.40",2021-2022,0,XV Finance Commission,1,0,MUNGER,1,66290046.6,10,BIHAR,0,198,1,42026958.6,East,0.00E+00,29713952.2,10,24263088,1
"224,730,428.00","12,761,776.00",2021-2022,0,XV Finance Commission,1,0,MUZAFFARPUR,1,109079892,10,BIHAR,0,199,1,0.00E+00,East,0.00E+00,96318116,10,109079892,1
"130,711,768.00","40,899,491.00",2021-2022,0,XV Finance Commission,1,0,NALANDA,1,152086005.4,10,BIHAR,0,200,1,99362760.4,East,0.00E+00,111186514.4,10,52723245,1
"114,780,288.00","10,357,782.00",2021-2022,0,XV Finance Commission,1,0,NAWADA,1,133366142,10,BIHAR,0,201,1,87262592,East,0.00E+00,123008360,10,46103550,1
"188,226,340.00","15,997,748.00",2021-2022,0,XV Finance Commission,1,0,PASHCHIM CHAMPARAN,1,216051432,10,BIHAR,0,202,1,141169755,East,0.00E+00,200053684,10,74881677,1
"172,068,352.00",0.00,2021-2022,0,XV Finance Commission,1,0,PATNA,1,197908198,10,BIHAR,0,203,1,129454621,East,0.00E+00,197908198,10,68453577,1
"241,683,644.00","48,637,664.64",2021-2022,0,XV Finance Commission,1,0,PURBI CHAMPARAN,1,276899596,10,BIHAR,0,204,1,179420829,East,0.00E+00,228261931.4,10,97478767,1
"158,727,476.00","695,351.82",2021-2022,0,XV Finance Commission,1,0,PURNIA,1,185386604,10,BIHAR,0,205,1,120187950,East,0.00E+00,184691252.2,10,65198654,1
"131,024,732.00","3,210,488.80",2021-2022,0,XV Finance Commission,1,0,ROHTAS,1,129024353.9,10,BIHAR,0,206,1,76899070.9,East,0.00E+00,125813865.1,10,52125283,1
"100,711,144.00","3,479,976.00",2021-2022,0,XV Finance Commission,1,0,SAHARSA,1,116995093.4,10,BIHAR,0,207,1,76929398.39,East,0.00E+00,113515117.4,10,40065695,1
"215,495,968.00","4,970,219.00",2021-2022,0,XV Finance Commission,1,0,SAMASTIPUR,1,250673304,10,BIHAR,0,208,1,53873992,East,0.00E+00,245703085,10,196799312,1
"182,334,252.00","54,159,000.00",2021-2022,0,XV Finance Commission,1,0,SARAN,1,159905762,10,BIHAR,0,209,1,132951687,East,0.00E+00,105746762,10,26954075,1
"39,107,684.00","11,764,517.00",2021-2022,0,XV Finance Commission,1,0,SHEIKHPURA,1,45761356,10,BIHAR,0,210,1,29724092,East,0.00E+00,33996839,10,16037264,1
"47,127,692.00","6,146,562.00",2021-2022,0,XV Finance Commission,1,0,SHEOHAR,1,54719670,10,BIHAR,0,211,1,35791160,East,0.00E+00,48573108,10,18928510,1
"173,606,704.00",0.00,2021-2022,0,XV Finance Commission,1,0,SITAMARHI,1,201582441,10,BIHAR,0,212,1,131845540,East,0.00E+00,201582441,10,69736901,1
"162,536,864.00","12,402,248.00",2021-2022,0,XV Finance Commission,1,0,SIWAN,1,148051269,10,BIHAR,0,213,1,40634216,East,0.00E+00,135649021,10,107417053,1
"120,248,852.00","16,767,945.00",2021-2022,0,XV Finance Commission,1,0,SUPAUL,1,140124567,10,BIHAR,0,214,1,91612132,East,0.00E+00,123356622,10,48512435,1
"169,907,696.00","3,587,477.00",2021-2022,0,XV Finance Commission,1,0,VAISHALI,1,195024780,10,BIHAR,0,215,1,127430772,East,0.00E+00,191437303,10,67594008,1
0.00,0.00,2021-2022,0,XV Finance Commission,1,0,EAST DISTRICT,1,22449119,11,SIKKIM,0,216,1,16742119,East,0.00E+00,22449119,11,5707000,1
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,NORTH DISTRICT,1,0.00E+00,11,SIKKIM,1,217,0,0.00E+00,East,0.00E+00,0.00E+00,11,0.00E+00,0
0.00,0.00,2021-2022,0,XV Finance Commission,1,0,SOUTH DISTRICT,1,17282837,11,SIKKIM,0,218,1,12792000,East,0.00E+00,17282837,11,4490837,1
0.00,"12,689,406.00",2021-2022,0,XV Finance Commission,1,0,WEST DISTRICT,1,18008675,11,SIKKIM,0,219,1,13456623,East,0.00E+00,5319269,11,4552052,1
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,CHANGLANG,1,0.00E+00,12,ARUNACHAL PRADESH,1,220,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
0.00,0.00,2021-2022,0,XV Finance Commission,1,0,DIBANG VALLEY,1,0.00E+00,12,ARUNACHAL PRADESH,1,221,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,1
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,EAST KAMENG,1,0.00E+00,12,ARUNACHAL PRADESH,1,222,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,EAST SIANG,1,0.00E+00,12,ARUNACHAL PRADESH,1,223,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,KURUNG KUMEY,1,0.00E+00,12,ARUNACHAL PRADESH,1,224,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,LOHIT,1,0.00E+00,12,ARUNACHAL PRADESH,1,225,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,LOWER DIBANG VALLEY,1,0.00E+00,12,ARUNACHAL PRADESH,1,226,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,LOWER SUBANSIRI,1,0.00E+00,12,ARUNACHAL PRADESH,1,227,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,PAPUM PARE,1,0.00E+00,12,ARUNACHAL PRADESH,1,228,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,TAWANG,1,0.00E+00,12,ARUNACHAL PRADESH,1,229,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,TIRAP,1,0.00E+00,12,ARUNACHAL PRADESH,1,230,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,UPPER SIANG,1,0.00E+00,12,ARUNACHAL PRADESH,1,231,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,UPPER SUBANSIRI,1,0.00E+00,12,ARUNACHAL PRADESH,1,232,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,WEST KAMENG,1,0.00E+00,12,ARUNACHAL PRADESH,1,233,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
0.00,0.00,2021-2022,1,XV Finance Commission,0,1,WEST SIANG,1,0.00E+00,12,ARUNACHAL PRADESH,1,234,0,0.00E+00,North East,0.00E+00,0.00E+00,12,0.00E+00,0
"33,521,835.00","5,007,103.00",2021-2022,0,XV Finance Commission,1,0,BISHNUPUR,1,11828954,14,MANIPUR,0,235,1,3384925,North East,8380459,6821851,14,8444029,1
"81,248,000.00","1,432,979.00",2021-2022,0,XV Finance Commission,1,0,IMPHAL EAST,1,33150508,14,MANIPUR,0,236,1,16220213,North East,16930295,31717529,14,16930295,1
"56,384,280.00","9,111,234.00",2021-2022,0,XV Finance Commission,1,0,IMPHAL WEST,1,17182534,14,MANIPUR,0,237,1,4808788,North East,12293186,8071300,14,12373746,1
"22,829,122.00","10,045,647.00",2021-2022,0,XV Finance Commission,1,0,THOUBAL,1,23494451,14,MANIPUR,0,238,1,2740703,North East,10376874,13448804,14,20753748,1
"1,925,157.00","246,283.00",2021-2022,0,XV Finance Commission,1,0,Dhalai,1,1336066,16,TRIPURA,0,239,1,291487,North East,962579,1089783,16,1044579,1
"4,206,709.00","3,765,442.00",2021-2022,0,XV Finance Commission,1,0,North Tripura,1,6629012,16,TRIPURA,0,240,1,3074678,North East,2103355,2863570,16,3554334,1
"4,468,592.00","694,973.00",2021-2022,0,XV Finance Commission,1,0,South Tripura,1,3137229,16,TRIPURA,0,241,1,698787,North East,2234295,2442256,16,2438442,1
"5,332,380.00","7,451,795.00",2021-2022,0,XV Finance Commission,1,0,West Tripura,1,10263360,16,TRIPURA,0,242,1,5661965,North East,2666190,2811565,16,4601395,1
"86,757,633.00",0.00,2021-2022,0,XV Finance Commission,1,0,BARPETA,1,59917600.85,18,ASSAM,0,243,1,58668038,North East,14667000,59917600.85,18,1249562.85,1
"46,155,647.00","3,375,000.00",2021-2022,0,XV Finance Commission,1,0,BONGAIGAON,1,39767743.24,18,ASSAM,0,244,1,0.00E+00,North East,7803000,36392743.24,18,39767743.24,1
"84,041,045.00",0.00,2021-2022,0,XV Finance Commission,1,0,CACHAR,1,57383299,18,ASSAM,0,245,1,0.00E+00,North East,1169980000,57383299,18,57383299,1
"55,062,043.00","9,139,002.00",2021-2022,0,XV Finance Commission,1,0,DARRANG,1,48342123,18,ASSAM,0,246,1,0.00E+00,North East,9308500,39203121,18,48342123,1
"59,399,814.00","24,813,943.00",2021-2022,0,XV Finance Commission,1,0,DHEMAJI,1,51178891,18,ASSAM,0,247,1,0.00E+00,North East,10042000,26364948,18,51178891,1
"78,746,072.00",0.00,2021-2022,0,XV Finance Commission,1,0,DHUBRI,1,53250386,18,ASSAM,0,248,1,53250386,North East,13312500,53250386,18,0.00E+00,1
"74,794,779.00","21,894,602.00",2021-2022,0,XV Finance Commission,1,0,DIBRUGARH,1,64005696,18,ASSAM,0,249,1,51361196,North East,12644500,42111094,18,12644500,1
"58,094,653.00","38,782,796.00",2021-2022,0,XV Finance Commission,1,0,GOALPARA,1,49007462,18,ASSAM,0,250,1,39185962,North East,9821500,10224666,18,9821500,1
"61,941,091.00","17,494,639.00",2021-2022,0,XV Finance Commission,1,0,GOLAGHAT,1,53747487.72,18,ASSAM,0,251,1,42642174,North East,10471500,36252848.72,18,11105313.72,1
"44,154,580.00",0.00,2021-2022,0,XV Finance Commission,1,0,HAILAKANDI,1,30045176,18,ASSAM,0,252,1,0.00E+00,North East,7464500,30045176,18,30045176,1
"47,768,738.00","25,796,480.00",2021-2022,0,XV Finance Commission,1,0,JORHAT,1,58792304.95,18,ASSAM,0,253,1,32604099,North East,8075500,32995824.95,18,26188205.95,1
"72,636,047.00","11,623,250.00",2021-2022,0,XV Finance Commission,1,0,KAMRUP,1,62514317,18,ASSAM,0,254,1,49927911,North East,12279500,50891067,18,12586406,1
"68,442,924.00",0.00,2021-2022,0,XV Finance Commission,1,0,KARIMGANJ,1,0.00E+00,18,ASSAM,0,255,1,0.00E+00,North East,11571000,0.00E+00,18,0.00E+00,1
"59,637,891.00","24,671,250.00",2021-2022,0,XV Finance Commission,1,0,LAKHIMPUR,1,41311418,18,ASSAM,0,256,1,31229418,North East,10082000,16640168,18,10082000,1
"60,085,515.00","13,360,679.00",2021-2022,0,XV Finance Commission,1,0,MARIGAON,1,52134622.44,18,ASSAM,0,257,1,40631574,North East,10158000,38773943.44,18,11503048.44,1
"88,586,861.00","40,812,130.00",2021-2022,0,XV Finance Commission,1,0,NAGAON,1,75255816,18,ASSAM,0,258,1,59905014,North East,14976500,34443686,18,15350802,1
"50,398,317.00",0.00,2021-2022,0,XV Finance Commission,1,0,NALBARI,1,35303098.59,18,ASSAM,0,259,1,0.00E+00,North East,8520000,35303098.59,18,35303098.59,1
"40,977,751.00","1,862,500.00",2021-2022,0,XV Finance Commission,1,0,SIVASAGAR,1,35297591.32,18,ASSAM,0,260,1,0.00E+00,North East,6927500,33435091.32,18,35297591.32,1
"69,318,803.00","16,008,203.00",2021-2022,0,XV Finance Commission,1,0,SONITPUR,1,53963991,18,ASSAM,0,261,1,42244991,North East,11719000,37955788,18,11719000,1
"67,290,986.00","27,152,204.00",2021-2022,0,XV Finance Commission,1,0,TINSUKIA,1,57973080,18,ASSAM,0,262,1,0.00E+00,North East,11376500,30820876,18,57973080,1
"464,599,964.00","59,960,857.00",2021-2022,0,XV Finance Commission,1,0,24 PARAGANAS NORTH,1,472374950.8,19,WEST BENGAL,0,263,1,237674968.8,East,0.00E+00,412414093.8,19,234699982,1
"658,610,028.00","100,127,403.00",2021-2022,0,XV Finance Commission,1,0,24 PARAGANAS SOUTH,1,669344645.8,19,WEST BENGAL,0,264,1,335004873,East,0.00E+00,569217242.8,19,334339772.8,1
"349,436,428.00","67,919,913.00",2021-2022,0,XV Finance Commission,1,0,BANKURA,1,353908416.8,19,WEST BENGAL,0,265,1,177656998.8,East,0.00E+00,285988503.8,19,176251418,1
"410,453,920.00","109,115,420.00",2021-2022,0,XV Finance Commission,1,0,PURBA BARDHAMAN,1,415892252.8,19,WEST BENGAL,0,266,1,208438943.8,East,0.00E+00,306776832.8,19,207453309,1
"320,117,580.00","59,636,563.00",2021-2022,0,XV Finance Commission,1,0,BIRBHUM,1,263302812.8,19,WEST BENGAL,0,267,1,100740396.8,East,0.00E+00,203666249.8,19,162562416,1
"258,340,648.00","49,728,495.00",2021-2022,0,XV Finance Commission,1,0,COOCHBEHAR,1,261821020.8,19,WEST BENGAL,0,268,1,131450696.8,East,0.00E+00,212092525.8,19,130370324,1
"63,612,092.00","8,132,512.00",2021-2022,0,XV Finance Commission,1,0,DARJEELING,1,65738588.81,19,WEST BENGAL,0,269,1,0.00E+00,East,0.00E+00,57606076.81,19,65738588.81,1
"142,967,956.00","8,001,288.00",2021-2022,0,XV Finance Commission,1,0,DINAJPUR DAKSHIN,1,146324049.8,19,WEST BENGAL,0,270,1,73998582.81,East,0.00E+00,138322761.8,19,72325467,1
"255,737,908.00","48,486,949.00",2021-2022,0,XV Finance Commission,1,0,DINAJPUR UTTAR,1,260286906.8,19,WEST BENGAL,0,271,1,130017679.8,East,0.00E+00,211799957.8,19,130269227,1
"370,725,500.00","33,462,600.00",2021-2022,0,XV Finance Commission,1,0,HOOGHLY,1,375033145.8,19,WEST BENGAL,0,272,1,189670395.8,East,0.00E+00,341570545.8,19,185362750,1
"291,280,996.00","23,971,415.00",2021-2022,0,XV Finance Commission,1,0,HOWRAH,1,293909408.8,19,WEST BENGAL,0,273,1,147836291.8,East,0.00E+00,269937993.8,19,146073117,1
"192,846,976.00","24,184,258.00",2021-2022,0,XV Finance Commission,1,0,JALPAIGURI,1,195746408.8,19,WEST BENGAL,0,274,1,98473084.81,East,0.00E+00,171562150.8,19,97273324,1
"348,397,720.00","41,538,327.00",2021-2022,0,XV Finance Commission,1,0,MALDAH,1,354915875.8,19,WEST BENGAL,0,275,1,178683826.8,East,0.00E+00,313377548.8,19,176232049,1
"438,310,700.00","118,428,738.00",2021-2022,0,XV Finance Commission,1,0,MEDINIPUR EAST,1,412779606.8,19,WEST BENGAL,0,276,1,187898011,East,0.00E+00,294350868.8,19,224881595.8,1
"403,678,772.00","59,358,019.00",2021-2022,0,XV Finance Commission,1,0,MEDINIPUR WEST,1,410737731.8,19,WEST BENGAL,0,277,1,204758303.8,East,0.00E+00,351379712.8,19,205979428,1
"594,945,428.00","32,938,565.00",2021-2022,0,XV Finance Commission,1,0,MURSHIDABAD,1,603620642.8,19,WEST BENGAL,0,278,1,300921708.8,East,0.00E+00,570682077.8,19,302698934,1
"405,644,416.00","100,678,709.00",2021-2022,0,XV Finance Commission,1,0,NADIA,1,409673780.8,19,WEST BENGAL,0,279,1,206851570.8,East,0.00E+00,308995071.8,19,202822210,1
"285,898,136.00","41,099,833.00",2021-2022,0,XV Finance Commission,1,0,PURULIA,1,289779977.8,19,WEST BENGAL,0,280,1,146830909.8,East,0.00E+00,248680144.8,19,142949068,1
"66,669,125.00","15,074,252.00",2021-2022,0,XV Finance Commission,1,0,BOKARO,1,123156929,20,JHARKHAND,0,281,1,88753791,East,33335681,108082677,20,34403138,1
"47,207,185.00","6,918,939.00",2021-2022,0,XV Finance Commission,1,0,CHATRA,1,87880107,20,JHARKHAND,0,282,1,64275758,East,23604349,80961168,20,23604349,1
"55,797,970.00","10,168,232.00",2021-2022,0,XV Finance Commission,1,0,DEOGHAR,1,104094890,20,JHARKHAND,0,283,1,76194971,East,27899919,93926658,20,27899919,1
"65,030,840.00",0.00,2021-2022,1,XV Finance Commission,0,1,DHANBAD,1,102533194,20,JHARKHAND,0,284,1,102533194,East,32516531,102533194,20,0.00E+00,0
"58,781,515.00",0.00,2021-2022,1,XV Finance Commission,0,1,DUMKA,1,82475983,20,JHARKHAND,0,285,1,82475983,East,29391719,82475983,20,0.00E+00,0
"63,477,525.00","38,238,847.00",2021-2022,0,XV Finance Commission,1,0,EAST SINGHBUM,1,119057443,20,JHARKHAND,0,286,1,85015505,East,31739809,80818596,20,34041938,1
"58,133,730.00","17,255,399.00",2021-2022,0,XV Finance Commission,1,0,GARHWA,1,107011982,20,JHARKHAND,0,287,1,77944175,East,29067807,89756583,20,29067807,1
"102,016,875.00","16,704,745.00",2021-2022,0,XV Finance Commission,1,0,GIRIDIH,1,188326174,20,JHARKHAND,0,288,1,137316037,East,51010137,171621429,20,51010137,1
"55,402,565.00",0.00,2021-2022,1,XV Finance Commission,0,1,GODDA,1,75653322,20,JHARKHAND,0,289,1,75653322,East,27702216,75653322,20,0.00E+00,0
"49,853,715.00",0.00,2021-2022,0,XV Finance Commission,1,0,GUMLA,1,91700514,20,JHARKHAND,0,290,1,50082269,East,24927624,91700514,20,41618245,1
"71,532,355.00","2,357,214.00",2021-2022,0,XV Finance Commission,1,0,HAZARIBAGH,1,132766987,20,JHARKHAND,0,291,1,95714357,East,35746879,130409773,20,37052630,1
"33,213,650.00",0.00,2021-2022,0,XV Finance Commission,1,0,JAMTARA,1,66138895,20,JHARKHAND,0,292,1,49347053,East,16607375,66138895,20,16791842,1
"26,859,845.00",0.00,2021-2022,1,XV Finance Commission,1,0,KODERMA,1,38057241,20,JHARKHAND,0,293,1,38057241,East,13430365,38057241,20,0.00E+00,0
"35,368,955.00","10,945,241.00",2021-2022,0,XV Finance Commission,1,0,LATEHAR,1,65882489,20,JHARKHAND,0,294,1,0.00E+00,East,17685026,54937248,20,65882489,1
"19,430,815.00","7,213,631.00",2021-2022,0,XV Finance Commission,1,0,LOHARDAGA,1,36108230,20,JHARKHAND,0,295,1,26392511,East,9715719,28894599,20,9715719,1
"38,845,965.00","16,352,680.00",2021-2022,0,XV Finance Commission,1,0,PAKUR,1,72798238,20,JHARKHAND,0,296,1,53374607,East,19423631,56445558,20,19423631,1
"76,033,415.00","18,080,264.00",2021-2022,0,XV Finance Commission,1,0,PALAMU,1,148464608,20,JHARKHAND,0,297,1,110446644,East,38017964,130384344,20,38017964,1
"84,457,055.00",0.00,2021-2022,0,XV Finance Commission,1,0,RANCHI,1,155247906,20,JHARKHAND,0,298,1,113017988,East,42229918,155247906,20,42229918,1
"45,973,135.00","21,311,702.00",2021-2022,0,XV Finance Commission,1,0,SAHEBGANJ,1,84772992,20,JHARKHAND,0,299,1,0.00E+00,East,22987337,63461290,20,84772992,1
"39,256,915.00","2,219,227.00",2021-2022,0,XV Finance Commission,1,0,SARAIKELA KHARSAWAN,1,130061884,20,JHARKHAND,0,300,1,0.00E+00,East,19629097,127842657,20,130061884,1
"29,508,765.00","17,338,546.00",2021-2022,0,XV Finance Commission,1,0,SIMDEGA,1,47513540,20,JHARKHAND,0,301,1,40528707,East,14754825,30174994,20,6984833,1
"68,137,125.00","7,075,887.00",2021-2022,0,XV Finance Commission,1,0,WEST SINGHBHUM,1,130112631,20,JHARKHAND,0,302,1,0.00E+00,East,34069647,123036744,20,130112631,1
"42,522,272.00","1,690,844.00",2021-2022,0,XV Finance Commission,1,0,ANUGUL,1,64962174,21,ODISHA,0,303,1,43701038,East,21261136,63271330,21,21261136,1
"74,413,976.00","25,168,790.00",2021-2022,0,XV Finance Commission,1,0,BALANGIR,1,40633341.5,21,ODISHA,0,304,1,25750543.5,East,37206988,15464551.5,21,14882798,1
"63,783,408.00","12,936,787.00",2021-2022,0,XV Finance Commission,1,0,BALESHWAR,1,97482317,21,ODISHA,0,305,1,65590613,East,31891704,84545530,21,31891704,1
"63,783,408.00","24,892,648.00",2021-2022,0,XV Finance Commission,1,0,BARGARH,1,59835044,21,ODISHA,0,306,1,47078360,East,31891704,34942396,21,12756684,1
"37,206,988.00",0.00,2021-2022,0,XV Finance Commission,1,0,BHADRAK,1,0.00E+00,21,ODISHA,0,307,1,0.00E+00,East,18603494,0.00E+00,21,0.00E+00,1
"15,945,852.00","2,280,000.00",2021-2022,0,XV Finance Commission,1,0,BOUDH,1,18824807,21,ODISHA,0,308,1,5419653,East,7972926,16544807,21,13405154,1
"74,413,976.00","21,581,605.00",2021-2022,0,XV Finance Commission,1,0,CUTTACK,1,113119403,21,ODISHA,0,309,1,75764716,East,37206988,91537798,21,37354687,1
"15,945,852.00","11,074,309.00",2021-2022,0,XV Finance Commission,1,0,DEOGARH,1,24320855,21,ODISHA,0,310,1,16347929,East,7972926,13246546,21,7972926,1
"42,522,272.00","4,343,870.00",2021-2022,0,XV Finance Commission,1,0,DHENKANAL,1,64848132,21,ODISHA,0,311,1,43586996,East,21261136,60504262,21,21261136,1
"37,206,988.00",0.00,2021-2022,0,XV Finance Commission,0,1,GAJAPATI,1,12850088,21,ODISHA,0,312,1,12850088,East,18603494,12850088,21,0.00E+00,1
"116,936,248.00","87,726,097.00",2021-2022,0,XV Finance Commission,1,0,GANJAM,1,217966930,21,ODISHA,0,313,1,159498806,East,58468124,130240833,21,58468124,1
"42,522,272.00","31,399,869.00",2021-2022,0,XV Finance Commission,1,0,JAGATSINGHAPUR,1,79312694,21,ODISHA,0,314,1,58051558,East,21261136,47912825,21,21261136,1
"53,152,840.00","15,945,852.00",2021-2022,0,XV Finance Commission,1,0,JAJAPUR,1,98945482,21,ODISHA,0,315,1,72369062,East,26576420,82999630,21,26576420,1
"26,576,420.00","998,761.00",2021-2022,0,XV Finance Commission,1,0,JHARSUGUDA,1,40512728,21,ODISHA,0,316,1,27224518,East,13288210,39513967,21,13288210,1
"69,098,692.00","24,574,575.00",2021-2022,0,XV Finance Commission,1,0,KALAHANDI,1,128996791,21,ODISHA,0,317,1,0.00E+00,East,34549346,104422216,21,128996791,1
"63,783,408.00","21,573,249.00",2021-2022,0,XV Finance Commission,1,0,KANDHAMAL,1,34894822,21,ODISHA,0,318,1,22138138,East,31891704,13321573,21,12756684,1
"47,837,556.00",0.00,2021-2022,1,XV Finance Commission,0,1,KENDRAPARA,1,36683229,21,ODISHA,0,319,1,36683229,East,23918778,36683229,21,0.00E+00,0
"69,098,692.00","10,616,135.00",2021-2022,0,XV Finance Commission,1,0,KENDUJHAR,1,105454587,21,ODISHA,0,320,1,70905241,East,34549346,94838452,21,34549346,1
"53,152,840.00","3,834,707.00",2021-2022,0,XV Finance Commission,1,0,KHORDHA,1,99482624,21,ODISHA,0,321,1,72906204,East,26576420,95647917,21,26576420,1
"74,413,976.00","39,119,323.00",2021-2022,0,XV Finance Commission,1,0,KORAPUT,1,113536575,21,ODISHA,0,322,1,76329587,East,37206988,74417252,21,37206988,1
